OM_CATEGORY_LABEL,FSQ_BEST_LABEL,FSQ_BEST_ID,FSQ_BEST_PRIMARY,FSQ_BEST_SECONDARY,BEST_SCORE,FSQ_ALT1_LABEL,ALT1_ID,ALT1_SCORE,FSQ_ALT2_LABEL,ALT2_ID,ALT2_SCORE,NEEDS_REVIEW
handicraft_shop,Retail > Arts and Crafts Store,17003,Retail , Arts and Crafts Store,62.5,Retail > Pawn Shop,17108,61.6,Dining and Drinking > Dessert Shop > Pie Shop,13048,57.9,TRUE
designer_clothing,Retail > Fashion Retail > Clothing Store,17043,Retail , Fashion Retail ,67.7,Retail > Fashion Retail > Children's Clothing Store,17042,66.6,Business and Professional Services > Technology Business > Website Designer,11169,65.1,TRUE
plastic_injection_molding_workshop,Health and Medicine > Physician > Plastic Surgeon,15046,Health and Medicine , Physician ,54.8,Retail > Betting Shop,17015,51.7,Dining and Drinking > Dessert Shop > Pastry Shop,13047,49.4,TRUE
woodworking_supply_store,Retail > Outdoor Supply Store,17103,Retail , Outdoor Supply Store,75.8,Retail > Sporting Goods Retail > Hunting Supply Store,17124,75.4,Retail > Packaging Supply Store,17106,74.9,TRUE
agricultural_seed_store,Retail > Vape Store,17136,Retail , Vape Store,67.1,Retail > Adult Store,17001,66.7,Retail > Toy Store,17135,66.3,TRUE
craft_shop,Dining and Drinking > Dessert Shop,13040,Dining and Drinking , Dessert Shop,68.9,Dining and Drinking > Dessert Shop > Gelato Shop,13045,67.8,Dining and Drinking > Dessert Shop > Frozen Yogurt Shop,13044,67.2,TRUE
electronics_repair_shop,Retail > Computers and Electronics Retail > Electronics Store,17025,Retail , Computers and Electronics Retail ,74.3,Business and Professional Services > Automotive Service > Tire Repair Shop,11015,74.2,Retail > Computers and Electronics Retail,17023,70.0,TRUE
bathroom_fixture_stores,Retail > Antique Store,17002,Retail , Antique Store,61.2,Business and Professional Services > Home Improvement Service > Bathroom Contractor,11077,61.1,Retail > Fashion Retail > Batik Store,17040,59.4,TRUE
candle_store,Retail > Food and Beverage Retail > Candy Store,17060,Retail , Food and Beverage Retail ,76.3,Retail > Adult Store,17001,74.7,Retail > Dance Store,17032,73.3,TRUE
computer_store,Community and Government > Education > Computer Training School,12049,Community and Government , Education ,76.5,Business and Professional Services > Computer Repair Service,11027,76.5,Retail > Outlet Store,17105,74.1,TRUE
farming_equipment_store,Retail > Department Store,17033,Retail , Department Store,67.9,Retail > Print Store,17112,65.4,Retail > Supplement Store,17132,65.0,TRUE
cannabis_dispensary,Retail > Marijuana Dispensary,17143,Retail , Marijuana Dispensary,76.0,Retail > Cannabis Store,17021,67.6,Dining and Drinking > Distillery,13050,47.9,TRUE
do_it_yourself_store,Retail > Gift Store,17089,Retail , Gift Store,69.6,Retail > Sporting Goods Retail > Surf Store,17129,64.5,Retail > Adult Store,17001,64.3,TRUE
marketing_consultant,Business and Professional Services > Management Consultant,11119,Business and Professional Services , Management Consultant,73.6,Business and Professional Services > Search Engine Marketing and Optimization Service,11193,63.2,Business and Professional Services > Direct Mail and Email Marketing Service,11185,61.0,TRUE
livestock_feed_and_supply_store,Retail > Party Supply Store,17107,Retail , Party Supply Store,73.5,Retail > Furniture and Home Store > Kitchen Supply Store,17086,72.6,Retail > Medical Supply Store,17095,70.9,TRUE
battery_store,Retail > Stationery Store,17131,Retail , Stationery Store,75.0,Retail > Baby Store,17014,72.5,Retail > Toy Store,17135,71.2,TRUE
drone_store,Retail > Dance Store,17032,Retail , Dance Store,75.4,Retail > Food and Beverage Retail > Wine Store,17080,75.3,Retail > Fashion Retail > Shoe Store,17048,74.6,TRUE
shopping_center,Retail > Shopping Mall,17114,Retail , Shopping Mall,71.7,Arts and Entertainment > Bingo Center,10005,71.4,Retail > Shopping Plaza,17115,69.8,TRUE
t_shirt_store,Retail > Toy Store,17135,Retail , Toy Store,72.5,Retail > Gift Store,17089,72.1,Retail > Print Store,17112,70.1,TRUE
custom_cakes_shop,Dining and Drinking > Dessert Shop > Cupcake Shop,13042,Dining and Drinking , Dessert Shop ,61.5,Retail > Smoke Shop,17146,61.1,Dining and Drinking > Dessert Shop > Pie Shop,13048,57.0,TRUE
auto_body_shop,Business and Professional Services > Health and Beauty Service > Body Piercing Shop,11065,Business and Professional Services , Health and Beauty Service ,69.1,Dining and Drinking > Dessert Shop > Gelato Shop,13045,59.2,Dining and Drinking > Dessert Shop > Pastry Shop,13047,58.8,TRUE
horse_equipment_shop,Business and Professional Services > Electrical Equipment Supplier,11032,Business and Professional Services , Electrical Equipment Supplier,65.2,Business and Professional Services > Industrial Equipment Supplier,11105,65.2,Business and Professional Services > Scientific Equipment Supplier,11161,63.9,TRUE
fabric_store,Retail > Baby Store,17014,Retail , Baby Store,72.6,Retail > Cannabis Store,17021,71.2,Retail > Music Store,17098,70.6,TRUE
avionics_shop,Business and Professional Services > Automotive Service > Transmissions Shop,11017,Business and Professional Services , Automotive Service ,65.3,Retail > Pawn Shop,17108,62.6,Dining and Drinking > Dessert Shop > Pie Shop,13048,59.7,TRUE
custom_clothing,Retail > Fashion Retail > Clothing Store,17043,Retail , Fashion Retail ,72.6,Retail > Fashion Retail > Children's Clothing Store,17042,68.4,Travel and Transportation > Lodging,19009,50.0,TRUE
superstore,Retail > Costume Store,17031,Retail , Costume Store,67.9,Retail > Souvenir Store,17116,67.3,Retail > Perfume Store,17109,65.5,TRUE
pop_up_shop,Retail > Pop-Up Store,17111,Retail , Pop-Up Store,77.6,Dining and Drinking > Restaurant > German Restaurant > German Pop-Up Restaurant,13171,71.4,Dining and Drinking > Dessert Shop > Pie Shop,13048,68.6,TRUE
wallpaper_store,Retail > Vape Store,17136,Retail , Vape Store,74.5,Retail > Flower Store,17056,65.9,Retail > Food and Beverage Retail > Beer Store,17058,64.9,TRUE
military_surplus_store,Community and Government > Government Building > Military,12073,Community and Government , Government Building ,72.0,Retail > Party Supply Store,17107,69.0,Community and Government > Government Building > Military > Military Base,12074,66.5,TRUE
archery_shop,Business and Professional Services > Machine Shop,11118,Business and Professional Services , Machine Shop,67.6,Dining and Drinking > Dessert Shop > Pastry Shop,13047,65.0,Dining and Drinking > Dessert Shop > Pie Shop,13048,62.4,TRUE
bird_shop,Business and Professional Services > Automotive Service > Automotive Repair Shop,11010,Business and Professional Services , Automotive Service ,71.9,Business and Professional Services > Automotive Service > Motorcycle Repair Shop,11012,71.9,Business and Professional Services > Automotive Service > Tire Repair Shop,11015,71.9,TRUE
iron_and_steel_store,Retail > Furniture and Home Store,17082,Retail , Furniture and Home Store,67.1,Retail > Food and Beverage Retail > Herbs and Spices Store,17072,66.5,Retail > Food and Beverage Retail > Fruit and Vegetable Store,17067,66.4,TRUE
ski_and_snowboard_shop,Dining and Drinking > Dessert Shop > Pie Shop,13048,Dining and Drinking , Dessert Shop ,59.4,Dining and Drinking > Bagel Shop,13001,58.3,Dining and Drinking > Donut Shop,13043,57.7,TRUE
clothing_rental,Retail > Fashion Retail > Clothing Store,17043,Retail , Fashion Retail ,75.5,Retail > Fashion Retail > Children's Clothing Store,17042,72.1,Travel and Transportation > Lodging > Vacation Rental,19019,69.8,TRUE
rental_kiosks,Travel and Transportation > Bike Rental,19002,Travel and Transportation , Bike Rental,67.2,Travel and Transportation > Boat Rental,19003,66.1,Retail,17000,64.9,TRUE
hat_shop,Dining and Drinking > Dessert Shop > Gelato Shop,13045,Dining and Drinking , Dessert Shop ,76.8,"Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop",13033,74.3,Dining and Drinking > Dessert Shop,13040,74.3,TRUE
e_cigarette_store,Retail > Furniture and Home Store > Carpet Store,17083,Retail , Furniture and Home Store ,71.5,Retail > Toy Store,17135,69.9,Retail > Eyecare Store,17037,69.8,TRUE
bedding_and_bath_stores,Retail > Arts and Crafts Store,17003,Retail , Arts and Crafts Store,62.2,Retail > Fashion Retail > Batik Store,17040,61.1,Retail > Baby Store,17014,60.5,TRUE
bicycle_shop,Retail > Sporting Goods Retail > Bicycle Store,17119,Retail , Sporting Goods Retail ,79.7,Dining and Drinking > Dessert Shop > Pie Shop,13048,66.3,Dining and Drinking > Dessert Shop > Waffle Shop,13392,62.8,TRUE
safe_store,Retail > Food and Beverage Retail > Sausage Store,17078,Retail , Food and Beverage Retail ,78.9,Retail > Sporting Goods Retail > Skate Store,17126,78.4,Retail > Food and Beverage Retail > Cheese Store,17061,77.1,TRUE
handbag_stores,Retail > Hardware Store,17090,Retail , Hardware Store,66.8,Retail > Baby Store,17014,66.4,Retail > Board Store,17017,64.5,TRUE
wig_store,Retail > Sporting Goods Retail > Ski Store,17127,Retail , Sporting Goods Retail ,79.4,Retail > Sporting Goods Retail > Fishing Store,17121,78.7,Retail > Sporting Goods Retail > Running Store,17125,78.7,TRUE
go_kart_club,Arts and Entertainment > Go Kart Track,10019,Arts and Entertainment , Go Kart Track,75.0,Sports and Recreation > Sports Club,18065,65.6,Arts and Entertainment > Performing Arts Venue > Music Venue > Rock Club,10041,62.9,TRUE
free_diving_center,Sports and Recreation > Skydiving Center,18057,Sports and Recreation , Skydiving Center,72.3,Retail > Garden Center,17101,66.9,Arts and Entertainment > Bingo Center,10005,66.5,TRUE
professional_sports_league,Business and Professional Services > Home Improvement Service > Professional Cleaning Service,11097,Business and Professional Services , Home Improvement Service ,68.8,Business and Professional Services,11000,67.2,Sports and Recreation > Sports Club,18065,65.4,TRUE
school_sports_team,Sports and Recreation > Water Sports > Swimming > Swim School,18076,Sports and Recreation , Water Sports ,73.0,Dining and Drinking > Bar > Sports Bar,13022,63.8,Sports and Recreation > Sports Club,18065,61.7,TRUE
sky_diving,Sports and Recreation > Water Sports > Scuba Diving Instructor,18071,Sports and Recreation , Water Sports ,73.0,Sports and Recreation > Skydiving Center,18057,59.9,Sports and Recreation > Skydiving Center > Skydiving Drop Zone,18082,58.4,TRUE
paddleboarding_center,Retail > Garden Center,17101,Retail , Garden Center,66.0,Arts and Entertainment > Bingo Center,10005,64.5,Sports and Recreation > Skydiving Center,18057,61.1,TRUE
mountain_bike_trails,Landmarks and Outdoors > Mountain,16027,Landmarks and Outdoors , Mountain,74.3,Landmarks and Outdoors > Bike Trail,16004,69.4,Landmarks and Outdoors > Mountain Hut,16059,68.5,TRUE
canoe_and_kayak_hire_service,Sports and Recreation > Water Sports > Canoe and Kayak Rental,18068,Sports and Recreation , Water Sports ,75.5,Business and Professional Services > Technology Business > IT Service,11108,68.0,Business and Professional Services > Pet Service,11133,67.0,TRUE
horse_racing_track,Sports and Recreation > Running and Track > Track,18053,Sports and Recreation , Running and Track ,73.8,Sports and Recreation > Race Track,18039,63.9,Sports and Recreation > Running and Track,18051,59.3,TRUE
archery_range,Sports and Recreation > Gun Range,18020,Sports and Recreation , Gun Range,65.1,Sports and Recreation > Golf > Golf Driving Range,18019,58.6,Retail > Food and Beverage Retail > Grocery Store,17069,54.7,TRUE
fishing_charter,Sports and Recreation > Fishing Area,18086,Sports and Recreation , Fishing Area,75.5,Travel and Transportation > Transportation Service > Charter Bus,19052,70.1,Retail > Sporting Goods Retail > Fishing Store,17121,69.4,TRUE
professional_sports_team,Business and Professional Services > Home Improvement Service > Professional Cleaning Service,11097,Business and Professional Services , Home Improvement Service ,68.7,Business and Professional Services,11000,68.4,Health and Medicine > Other Healthcare Professional,15025,66.7,TRUE
school_sports_league,Sports and Recreation > Water Sports > Swimming > Swim School,18076,Sports and Recreation , Water Sports ,70.1,Sports and Recreation > Sports Club,18065,63.0,Dining and Drinking > Bar > Sports Bar,13022,61.4,TRUE
amateur_sports_league,Sports and Recreation > Water Sports,18067,Sports and Recreation , Water Sports,66.6,Dining and Drinking > Bar > Sports Bar,13022,63.4,Sports and Recreation > Sports Club,18065,62.2,TRUE
kiteboarding,Travel and Transportation > Lodging > Boarding House,19011,Travel and Transportation , Lodging ,55.5,Travel and Transportation > Parking,19020,50.8,Dining and Drinking > Bar > Dive Bar,13010,48.7,TRUE
surfboard_rental,Travel and Transportation > Boat Rental,19003,Travel and Transportation , Boat Rental,68.4,Travel and Transportation > Bike Rental,19002,63.6,Retail,17000,60.6,TRUE
