OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary
baseball_field,Sports & Recreation,Sports & Recreation,Sports and Recreation
surfing,Sports & Recreation,Sports & Recreation,Sports and Recreation
volleyball_club,Sports & Recreation,Sports & Recreation,Sports and Recreation
go_kart_club,Sports & Recreation,Sports & Recreation,Sports and Recreation
go_kart_track,Sports & Recreation,Sports & Recreation,Sports and Recreation
rugby_pitch,Sports & Recreation,Sports & Recreation,Sports and Recreation
trail,Sports & Recreation,Sports & Recreation,Sports and Recreation
free_diving_center,Sports & Recreation,Sports & Recreation,Sports and Recreation
baseball_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation
disc_golf_course,Sports & Recreation,Sports & Recreation,Sports and Recreation
paintball,Sports & Recreation,Sports & Recreation,Sports and Recreation
professional_sports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation
golf_instructor,Sports & Recreation,Sports & Recreation,Sports and Recreation
school_sports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation
sky_diving,Sports & Recreation,Sports & Recreation,Sports and Recreation
paddleboarding_center,Sports & Recreation,Sports & Recreation,Sports and Recreation
sports_and_recreation_venue,Sports & Recreation,Sports & Recreation,Sports and Recreation
mountain_bike_trails,Sports & Recreation,Sports & Recreation,Sports and Recreation
canoe_and_kayak_hire_service,Sports & Recreation,Sports & Recreation,Sports and Recreation
horse_racing_track,Sports & Recreation,Sports & Recreation,Sports and Recreation
archery_range,Sports & Recreation,Sports & Recreation,Sports and Recreation
sailing_club,Sports & Recreation,Sports & Recreation,Sports and Recreation
fishing_charter,Sports & Recreation,Sports & Recreation,Sports and Recreation
hockey_arena,Sports & Recreation,Sports & Recreation,Sports and Recreation
professional_sports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation
scuba_diving_center,Sports & Recreation,Sports & Recreation,Sports and Recreation
volleyball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation
tennis_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation
school_sports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation
table_tennis_club,Sports & Recreation,Sports & Recreation,Sports and Recreation
cricket_ground,Sports & Recreation,Sports & Recreation,Sports and Recreation
amateur_sports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation
kiteboarding,Sports & Recreation,Sports & Recreation,Sports and Recreation
surfboard_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation
kiteboarding_instruction,Sports & Recreation,Sports & Recreation,Sports and Recreation
tennis_court,Sports & Recreation,Sports & Recreation,Sports and Recreation
batting_cage,Sports & Recreation,Sports & Recreation,Sports and Recreation
climbing_class,Sports & Recreation,Sports & Recreation,Sports and Recreation
stadium_arena,Sports & Recreation,Sports & Recreation,Sports and Recreation
bocce_ball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation
football_club,Sports & Recreation,Sports & Recreation,Sports and Recreation
golf_club,Sports & Recreation,Sports & Recreation,Sports and Recreation
paddleboard_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation
bowling_alley,Sports & Recreation,Sports & Recreation,Sports and Recreation
sports_school,Sports & Recreation,Sports & Recreation,Sports and Recreation
diving_center,Sports & Recreation,Sports & Recreation,Sports and Recreation
racquetball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation
tubing_provider,Sports & Recreation,Sports & Recreation,Sports and Recreation
court_reporter,Sports & Recreation,Sports & Recreation,Sports and Recreation
rafting_kayaking_area,Sports & Recreation,Sports & Recreation,Sports and Recreation
hiking_trail,Sports & Recreation,Sports & Recreation,Sports and Recreation
parasailing_ride_service,Sports & Recreation,Sports & Recreation,Sports and Recreation
swimming_pool,Sports & Recreation,Sports & Recreation,Sports and Recreation
laser_tag,Sports & Recreation,Sports & Recreation,Sports and Recreation
trailer_rentals,Sports & Recreation,Sports & Recreation,Sports and Recreation
ski_area,Sports & Recreation,Sports & Recreation,Sports and Recreation
aerial_tours,Sports & Recreation,Sports & Recreation,Sports and Recreation
esports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation
rock_climbing_instructor,Sports & Recreation,Sports & Recreation,Sports and Recreation
rugby_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation
squash_court,Sports & Recreation,Sports & Recreation,Sports and Recreation
handball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation
soccer_club,Sports & Recreation,Sports & Recreation,Sports and Recreation
skate_park,Sports & Recreation,Sports & Recreation,Sports and Recreation
horse_boarding,Sports & Recreation,Sports & Recreation,Sports and Recreation
courthouse,Sports & Recreation,Sports & Recreation,Sports and Recreation
rock_climbing_spot,Sports & Recreation,Sports & Recreation,Sports and Recreation
mountain_bike_parks,Sports & Recreation,Sports & Recreation,Sports and Recreation
golf_cart_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation
ski_resort,Sports & Recreation,Sports & Recreation,Sports and Recreation
soccer_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation
sledding_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation
amateur_sports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation
equestrian_facility,Sports & Recreation,Sports & Recreation,Sports and Recreation
sports_wear,Sports & Recreation,Sports & Recreation,Sports and Recreation
snorkeling,Sports & Recreation,Sports & Recreation,Sports and Recreation
bounce_house_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation
adventure_sports_center,Sports & Recreation,Sports & Recreation,Sports and Recreation
golf_course,Sports & Recreation,Sports & Recreation,Sports and Recreation
trampoline_park,Sports & Recreation,Sports & Recreation,Sports and Recreation
wildlife_hunting_range,Sports & Recreation,Sports & Recreation,Sports and Recreation
basketball_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation
roller_skating_rink,Sports & Recreation,Sports & Recreation,Sports and Recreation
scuba_diving_instruction,Sports & Recreation,Sports & Recreation,Sports and Recreation
axe_throwing,Sports & Recreation,Sports & Recreation,Sports and Recreation
rowing_club,Sports & Recreation,Sports & Recreation,Sports and Recreation
badminton_court,Sports & Recreation,Sports & Recreation,Sports and Recreation
basketball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation
miniature_golf_course,Sports & Recreation,Sports & Recreation,Sports and Recreation
track_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation
bubble_soccer_field,Sports & Recreation,Sports & Recreation,Sports and Recreation
sailing_area,Sports & Recreation,Sports & Recreation,Sports and Recreation
indoor_golf_center,Sports & Recreation,Sports & Recreation,Sports and Recreation
airsoft_fields,Sports & Recreation,Sports & Recreation,Sports and Recreation
beach_volleyball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation
climbing_service,Sports & Recreation,Sports & Recreation,Sports and Recreation
horse_riding,Sports & Recreation,Sports & Recreation,Sports and Recreation
ice_skating_rink,Sports & Recreation,Sports & Recreation,Sports and Recreation
skating_rink,Sports & Recreation,Sports & Recreation,Sports and Recreation
esports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation
hockey_field,Sports & Recreation,Sports & Recreation,Sports and Recreation
hunting_and_fishing_supplies,Sports & Recreation,Sports & Recreation,Sports and Recreation
football_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation
fishing_club,Sports & Recreation,Sports & Recreation,Sports and Recreation
ski_and_snowboard_school,Sports & Recreation,Sports & Recreation,Sports and Recreation
race_track,Sports & Recreation,Sports & Recreation,Sports and Recreation
soccer_field,Sports & Recreation,Sports & Recreation,Sports and Recreation
surfing_school,Sports & Recreation,Sports & Recreation,Sports and Recreation
shooting_range,Sports & Recreation,Sports & Recreation,Sports and Recreation
sports_club_and_league,Sports & Recreation,Sports & Recreation,Sports and Recreation
paddle_tennis_club,Sports & Recreation,Sports & Recreation,Sports and Recreation
data_recovery,Technology & IT,Technology & IT,Business and Professional Services
credit_and_debt_counseling,Technology & IT,Technology & IT,Business and Professional Services
web_hosting_service,Technology & IT,Technology & IT,Business and Professional Services
home_network_installation,Technology & IT,Technology & IT,Business and Professional Services
biotechnology_company,Technology & IT,Technology & IT,Business and Professional Services
software_development,Technology & IT,Technology & IT,Business and Professional Services
attraction_farm,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
scooter_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
whale_watching_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
beer_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
lighthouse,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
fountain,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
historical_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
wine_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
palace,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
memorial_park,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
atv_rentals_and_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
attractions_and_activities,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
sculpture_statue,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
monument,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
lookout,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
walking_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
fort,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
visitor_center,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
landmark_and_historical_building,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
bus_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
boat_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
castle,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
bike_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors
business_storage_and_transportation,Transportation,Transportation,Travel and Transportation
transport_interchange,Transportation,Transportation,Travel and Transportation
seaplane_bases,Transportation,Transportation,Travel and Transportation
railroad_freight,Transportation,Transportation,Travel and Transportation
sport_equipment_rentals,Transportation,Transportation,Travel and Transportation
airport_shuttles,Transportation,Transportation,Travel and Transportation
importers,Transportation,Transportation,Travel and Transportation
heliports,Transportation,Transportation,Travel and Transportation
ferry_service,Transportation,Transportation,Travel and Transportation
ride_sharing,Transportation,Transportation,Travel and Transportation
bus_station,Transportation,Transportation,Travel and Transportation
balloon_ports,Transportation,Transportation,Travel and Transportation
train_station,Transportation,Transportation,Travel and Transportation
railway_service,Transportation,Transportation,Travel and Transportation
parking,Transportation,Transportation,Travel and Transportation
disability_services_and_support_organization,Transportation,Transportation,Travel and Transportation
major_airports,Transportation,Transportation,Travel and Transportation
gliderports,Transportation,Transportation,Travel and Transportation
railway_ticket_agent,Transportation,Transportation,Travel and Transportation
limo_services,Transportation,Transportation,Travel and Transportation
transportation,Transportation,Transportation,Travel and Transportation
airline,Transportation,Transportation,Travel and Transportation
ferry_boat_company,Transportation,Transportation,Travel and Transportation
taxi_service,Transportation,Transportation,Travel and Transportation
airlines,Transportation,Transportation,Travel and Transportation
importer_and_exporter,Transportation,Transportation,Travel and Transportation
light_rail_and_subway_stations,Transportation,Transportation,Travel and Transportation
taxidermist,Transportation,Transportation,Travel and Transportation
pet_transportation,Transportation,Transportation,Travel and Transportation
metro_station,Transportation,Transportation,Travel and Transportation
airport,Transportation,Transportation,Travel and Transportation
it_support_and_service,Transportation,Transportation,Travel and Transportation
bike_parking,Transportation,Transportation,Travel and Transportation
exporters,Transportation,Transportation,Travel and Transportation
airport_terminal,Transportation,Transportation,Travel and Transportation
pet_waste_removal,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
dam,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
electrical_wholesaler,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
garbage_collection_service,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
telecommunications,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
utility_service,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
energy_equipment_and_solution,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
power_plants_and_power_plant_service,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
water_supplier,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
energy_company,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
toll_stations,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
telecommunications_company,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
pipeline_transportation,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
wind_energy,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
internet_service_provider,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
home_energy_auditor,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
bridge,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
electricity_supplier,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
electric_utility_provider,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
recycling_center,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
b2b_energy_and_mining,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
telephone_services,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
hazardous_waste_disposal,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government
