OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label,Confidence_Score,Match_Quality,Match_Method
sledding_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental,0.818,GOOD,LOGICAL
amateur_sports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.814,GOOD,LOGICAL
equestrian_facility,Sports & Recreation,Sports & Recreation,Sports and Recreation,18012,Sports and Recreation > Equestrian Facility,1.000,EXCELLENT,LOGICAL
sports_wear,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.857,GOOD,LOGICAL
snorkeling,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.746,FAIR,LOGICAL
bounce_house_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental,0.819,GOOD,LOGICAL
adventure_sports_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18030,Sports and Recreation > Gymnastics > Gymnastics Center,0.833,GOOD,LOGICAL
golf_course,Sports & Recreation,Sports & Recreation,Sports and Recreation,18018,Sports and Recreation > Golf > Golf Course,1.000,EXCELLENT,LOGICAL
trampoline_park,Sports & Recreation,Sports & Recreation,Sports and Recreation,18055,Sports and Recreation > Skating > Skate Park,0.857,GOOD,LOGICAL
wildlife_hunting_range,Sports & Recreation,Sports & Recreation,Sports and Recreation,18019,Sports and Recreation > Golf > Golf Driving Range,0.820,GOOD,LOGICAL
basketball_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18006,Sports and Recreation > Basketball,0.985,EXCELLENT,LOGICAL
roller_skating_rink,Sports & Recreation,Sports & Recreation,Sports and Recreation,18056,Sports and Recreation > Skating > Skating Rink,0.985,EXCELLENT,LOGICAL
scuba_diving_instruction,Sports & Recreation,Sports & Recreation,Sports and Recreation,18071,Sports and Recreation > Water Sports > Scuba Diving Instructor,0.932,EXCELLENT,LOGICAL
axe_throwing,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.736,FAIR,LOGICAL
rowing_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18003,Sports and Recreation > Baseball > Baseball Club,0.840,GOOD,LOGICAL
badminton_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18041,Sports and Recreation > Racquet Sports > Badminton Court,1.000,EXCELLENT,LOGICAL
basketball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court,1.000,EXCELLENT,LOGICAL
miniature_golf_course,Sports & Recreation,Sports & Recreation,Sports and Recreation,18018,Sports and Recreation > Golf > Golf Course,0.985,EXCELLENT,LOGICAL
track_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18039,Sports and Recreation > Race Track,0.842,GOOD,LOGICAL
bubble_soccer_field,Sports & Recreation,Sports & Recreation,Sports and Recreation,18064,Sports and Recreation > Soccer > Soccer Field,0.985,EXCELLENT,LOGICAL
sailing_area,Sports & Recreation,Sports & Recreation,Sports and Recreation,18035,Sports and Recreation > Indoor Play Area,0.820,GOOD,LOGICAL
indoor_golf_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18016,Sports and Recreation > Golf,0.804,GOOD,LOGICAL
airsoft_fields,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.721,FAIR,LOGICAL
beach_volleyball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18066,Sports and Recreation > Volleyball Court,0.985,EXCELLENT,LOGICAL
climbing_service,Sports & Recreation,Sports & Recreation,Sports and Recreation,18023,Sports and Recreation > Gym and Studio > Climbing Gym,0.867,GOOD,LOGICAL
horse_riding,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.751,GOOD,LOGICAL
ice_skating_rink,Sports & Recreation,Sports & Recreation,Sports and Recreation,18056,Sports and Recreation > Skating > Skating Rink,0.985,EXCELLENT,LOGICAL
skating_rink,Sports & Recreation,Sports & Recreation,Sports and Recreation,18056,Sports and Recreation > Skating > Skating Rink,1.000,EXCELLENT,LOGICAL
esports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.762,GOOD,LOGICAL
hockey_field,Sports & Recreation,Sports & Recreation,Sports and Recreation,18033,Sports and Recreation > Hockey > Hockey Field,1.000,EXCELLENT,LOGICAL
hunting_and_fishing_supplies,Sports & Recreation,Sports & Recreation,Sports and Recreation,18079,Sports and Recreation > Hunting Area,0.820,GOOD,LOGICAL
football_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18013,Sports and Recreation > Football,0.985,EXCELLENT,LOGICAL
fishing_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18003,Sports and Recreation > Baseball > Baseball Club,0.848,GOOD,LOGICAL
ski_and_snowboard_school,Sports & Recreation,Sports & Recreation,Sports and Recreation,18061,Sports and Recreation > Snow Sports > Ski Resort and Area,0.816,GOOD,LOGICAL
race_track,Sports & Recreation,Sports & Recreation,Sports and Recreation,18039,Sports and Recreation > Race Track,1.000,EXCELLENT,LOGICAL
soccer_field,Sports & Recreation,Sports & Recreation,Sports and Recreation,18064,Sports and Recreation > Soccer > Soccer Field,1.000,EXCELLENT,LOGICAL
surfing_school,Sports & Recreation,Sports & Recreation,Sports and Recreation,18072,Sports and Recreation > Water Sports > Surfing,0.985,EXCELLENT,LOGICAL
shooting_range,Sports & Recreation,Sports & Recreation,Sports and Recreation,18019,Sports and Recreation > Golf > Golf Driving Range,0.835,GOOD,LOGICAL
sports_club_and_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.833,GOOD,LOGICAL
paddle_tennis_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18046,Sports and Recreation > Racquet Sports > Tennis > Tennis Club,0.985,EXCELLENT,LOGICAL
data_recovery,Technology & IT,Technology & IT,Business and Professional Services,11000,Business and Professional Services,0.726,FAIR,LOGICAL
credit_and_debt_counseling,Technology & IT,Technology & IT,Business and Professional Services,11050,Business and Professional Services > Financial Service > Credit Counseling and Bankruptcy Service,0.852,GOOD,LOGICAL
web_hosting_service,Technology & IT,Technology & IT,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service,0.821,GOOD,LOGICAL
home_network_installation,Technology & IT,Technology & IT,Business and Professional Services,11059,Business and Professional Services > Funeral Home,0.786,GOOD,LOGICAL
biotechnology_company,Technology & IT,Technology & IT,Business and Professional Services,11123,Business and Professional Services > Mobile Company,0.865,GOOD,LOGICAL
software_development,Technology & IT,Technology & IT,Business and Professional Services,11151,Business and Professional Services > Real Estate Service > Real Estate Development and Title Company,0.799,GOOD,LOGICAL
attraction_farm,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16014,Landmarks and Outdoors > Farm,0.841,GOOD,LOGICAL
scooter_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.734,FAIR,LOGICAL
whale_watching_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.751,GOOD,LOGICAL
beer_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.745,FAIR,LOGICAL
lighthouse,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16024,Landmarks and Outdoors > Lighthouse,1.000,EXCELLENT,LOGICAL
fountain,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16016,Landmarks and Outdoors > Fountain,1.000,EXCELLENT,LOGICAL
historical_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.732,FAIR,LOGICAL
wine_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.745,FAIR,LOGICAL
palace,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16031,Landmarks and Outdoors > Palace,1.000,EXCELLENT,LOGICAL
memorial_park,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16025,Landmarks and Outdoors > Memorial Site,0.873,GOOD,LOGICAL
atv_rentals_and_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.747,FAIR,LOGICAL
attractions_and_activities,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.735,FAIR,LOGICAL
sculpture_statue,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16047,Landmarks and Outdoors > Sculpture Garden,0.880,GOOD,LOGICAL
monument,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16026,Landmarks and Outdoors > Monument,1.000,EXCELLENT,LOGICAL
lookout,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16046,Landmarks and Outdoors > Scenic Lookout,0.985,EXCELLENT,LOGICAL
walking_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.755,GOOD,LOGICAL
fort,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.718,FAIR,LOGICAL
tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.736,FAIR,LOGICAL
visitor_center,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.727,FAIR,LOGICAL
landmark_and_historical_building,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.735,FAIR,LOGICAL
bus_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.746,FAIR,LOGICAL
boat_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16055,Landmarks and Outdoors > Boat Launch,0.859,GOOD,LOGICAL
castle,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16011,Landmarks and Outdoors > Castle,1.000,EXCELLENT,LOGICAL
bike_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16004,Landmarks and Outdoors > Bike Trail,0.874,GOOD,LOGICAL
business_storage_and_transportation,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.852,GOOD,LOGICAL
transport_interchange,Transportation,Transportation,Travel and Transportation,19030,Travel and Transportation > Transport Hub,0.868,GOOD,LOGICAL
seaplane_bases,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.743,FAIR,LOGICAL
railroad_freight,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.747,FAIR,LOGICAL
sport_equipment_rentals,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.724,FAIR,LOGICAL
airport_shuttles,Transportation,Transportation,Travel and Transportation,19031,Travel and Transportation > Transport Hub > Airport,0.985,EXCELLENT,LOGICAL
importers,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.728,FAIR,LOGICAL
heliports,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.742,FAIR,LOGICAL
ferry_service,Transportation,Transportation,Travel and Transportation,19028,Travel and Transportation > Tourist Information and Service,0.815,GOOD,LOGICAL
ride_sharing,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.719,FAIR,LOGICAL
bus_station,Transportation,Transportation,Travel and Transportation,19042,Travel and Transportation > Transport Hub > Bus Station,1.000,EXCELLENT,LOGICAL
balloon_ports,Transportation,Transportation,Travel and Transportation,19008,Travel and Transportation > Hot Air Balloon Tour Agency,0.796,GOOD,LOGICAL
train_station,Transportation,Transportation,Travel and Transportation,19006,Travel and Transportation > Electric Vehicle Charging Station,0.813,GOOD,LOGICAL
railway_service,Transportation,Transportation,Travel and Transportation,19028,Travel and Transportation > Tourist Information and Service,0.823,GOOD,LOGICAL
parking,Transportation,Transportation,Travel and Transportation,19020,Travel and Transportation > Parking,1.000,EXCELLENT,LOGICAL
disability_services_and_support_organization,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.759,GOOD,LOGICAL
major_airports,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.749,FAIR,LOGICAL
gliderports,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.747,FAIR,LOGICAL
railway_ticket_agent,Transportation,Transportation,Travel and Transportation,19070,Travel and Transportation > Transport Hub > Airport > Airport Ticket Counter,0.829,GOOD,LOGICAL
limo_services,Transportation,Transportation,Travel and Transportation,19053,Travel and Transportation > Transportation Service > Limo Service,0.985,EXCELLENT,LOGICAL
transportation,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.985,EXCELLENT,LOGICAL
airline,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.722,FAIR,LOGICAL
ferry_boat_company,Transportation,Transportation,Travel and Transportation,19064,Travel and Transportation > Boat or Ferry,0.859,GOOD,LOGICAL
taxi_service,Transportation,Transportation,Travel and Transportation,19068,Travel and Transportation > Transportation Service > Taxi,0.850,GOOD,LOGICAL
airlines,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.722,FAIR,LOGICAL
importer_and_exporter,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.757,GOOD,LOGICAL
light_rail_and_subway_stations,Transportation,Transportation,Travel and Transportation,19063,Travel and Transportation > Transport Hub > Light Rail Station,0.880,GOOD,LOGICAL
taxidermist,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.720,FAIR,LOGICAL
pet_transportation,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.879,GOOD,LOGICAL
metro_station,Transportation,Transportation,Travel and Transportation,19046,Travel and Transportation > Transport Hub > Metro Station,1.000,EXCELLENT,LOGICAL
airport,Transportation,Transportation,Travel and Transportation,19031,Travel and Transportation > Transport Hub > Airport,1.000,EXCELLENT,LOGICAL
it_support_and_service,Transportation,Transportation,Travel and Transportation,19028,Travel and Transportation > Tourist Information and Service,0.842,GOOD,LOGICAL
bike_parking,Transportation,Transportation,Travel and Transportation,19002,Travel and Transportation > Bike Rental,0.853,GOOD,LOGICAL
exporters,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.735,FAIR,LOGICAL
airport_terminal,Transportation,Transportation,Travel and Transportation,19037,Travel and Transportation > Transport Hub > Airport > Airport Terminal,1.000,EXCELLENT,LOGICAL
pet_waste_removal,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12000,Community and Government,0.735,FAIR,LOGICAL
dam,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12000,Community and Government,0.718,FAIR,LOGICAL
electrical_wholesaler,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12000,Community and Government,0.737,FAIR,LOGICAL
garbage_collection_service,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12006,Community and Government > Disabled Persons Service,0.827,GOOD,LOGICAL
telecommunications,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12000,Community and Government,0.751,GOOD,LOGICAL
utility_service,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12006,Community and Government > Disabled Persons Service,0.822,GOOD,LOGICAL
energy_equipment_and_solution,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12000,Community and Government,0.741,FAIR,LOGICAL
power_plants_and_power_plant_service,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12091,Community and Government > Public and Social Service,0.812,GOOD,LOGICAL
water_supplier,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12000,Community and Government,0.725,FAIR,LOGICAL
energy_company,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12115,Community and Government > Utility Company,0.864,GOOD,LOGICAL
toll_stations,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12000,Community and Government,0.719,FAIR,LOGICAL
telecommunications_company,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12115,Community and Government > Utility Company,0.854,GOOD,LOGICAL
pipeline_transportation,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12000,Community and Government,0.736,FAIR,LOGICAL
wind_energy,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12000,Community and Government,0.741,FAIR,LOGICAL
internet_service_provider,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12006,Community and Government > Disabled Persons Service,0.819,GOOD,LOGICAL
home_energy_auditor,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12095,Community and Government > Retirement Home,0.788,GOOD,LOGICAL
bridge,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12000,Community and Government,0.716,FAIR,LOGICAL
electricity_supplier,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12000,Community and Government,0.738,FAIR,LOGICAL
electric_utility_provider,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12115,Community and Government > Utility Company,0.814,GOOD,LOGICAL
recycling_center,Utilities & Infrastructure,Utilities & Infrastructure,Community and Government,12001,Community and Government > Addiction Treatment Center,0.817,GOOD,LOGICAL
